Time,Phase_Labels
1738246981.7291045,1
1738246981.7466233,1
1738246981.7637212,1
1738246981.7788954,1
1738246981.7971275,1
1738246981.8134418,1
1738246981.8288972,1
1738246981.8467886,1
1738246981.8643465,1
1738246981.8785498,1
1738246981.897818,1
1738246981.9139018,1
1738246981.928835,1
1738246981.9474175,1
1738246981.963971,1
1738246981.979528,1
1738246981.997242,1
1738246982.0143669,1
1738246982.0290277,1
1738246982.0479765,1
1738246982.0641725,1
1738246982.079526,1
1738246982.0973086,1
1738246982.114762,1
1738246982.1298685,1
1738246982.1478631,1
1738246982.164261,1
1738246982.1797357,0
1738246982.1976235,0
1738246982.21481,0
1738246982.2298365,0
1738246982.2480614,0
1738246982.2645676,0
1738246982.2799952,0
1738246982.2981498,0
1738246982.3143914,0
1738246982.3294914,0
1738246982.3483317,0
1738246982.3647647,0
1738246982.3794177,0
1738246982.3975587,0
1738246982.4142747,0
1738246982.428975,0
1738246982.4481082,0
1738246982.4649978,0
1738246982.4792447,0
1738246982.4981637,0
1738246982.5148325,0
1738246982.5293624,0
1738246982.5479336,0
1738246982.5648894,0
1738246982.579185,0
1738246982.5981576,0
1738246982.6148982,0
1738246982.6297915,0
1738246982.6478577,0
1738246982.6652668,0
1738246982.6798918,0
1738246982.6979733,0
1738246982.7154508,0
1738246982.72992,0
1738246982.7492,0
1738246982.765443,0
1738246982.7801828,0
1738246982.7982714,0
1738246982.8150198,0
1738246982.829846,0
1738246982.8490517,0
1738246982.865091,0
1738246982.8799467,0
1738246982.898306,0
1738246982.915787,0
1738246982.931461,0
1738246982.9484594,0
1738246982.9662814,0
1738246982.980671,0
1738246982.9985497,0
1738246983.0158713,0
1738246983.031287,1
1738246983.048866,1
1738246983.066095,1
1738246983.0813694,1
1738246983.0994234,1
1738246983.116575,1
1738246983.1320388,1
1738246983.149403,1
1738246983.1669965,1
1738246983.181853,1
1738246983.199549,1
1738246983.2165086,1
1738246983.2320566,1
1738246983.2492752,1
1738246983.2675924,1
1738246983.2825303,1
1738246983.299683,1
1738246983.317124,1
1738246983.3327749,1
1738246983.3500211,1
1738246983.367331,1
1738246983.3829234,1
1738246983.3998752,1
1738246983.4177794,1
1738246983.432661,1
1738246983.4495742,1
1738246983.4670155,1
1738246983.4832025,1
1738246983.4994802,1
1738246983.5176735,1
1738246983.5332167,0
1738246983.550263,0
1738246983.568154,0
1738246983.5834973,0
1738246983.6006634,0
1738246983.6171348,0
1738246983.633818,0
1738246983.6506257,0
1738246983.667596,0
1738246983.6839745,0
1738246983.7000148,0
1738246983.7178311,0
1738246983.7347908,0
1738246983.7506058,1
1738246983.767974,1
1738246983.785257,0
1738246983.8010097,0
1738246983.817937,0
1738246983.834851,0
1738246983.8504975,0
1738246983.8684876,0
1738246983.8848834,0
1738246983.9013145,0
1738246983.9182804,0
1738246983.9353487,0
1738246983.950729,0
1738246983.9684982,0
1738246983.9858873,0
1738246984.0013244,0
1738246984.0186317,0
1738246984.0356152,0
1738246984.0513945,0
1738246984.06885,0
1738246984.0854144,0
1738246984.1014185,0
1738246984.1186285,0
1738246984.135643,0
1738246984.1510158,0
1738246984.168771,0
1738246984.185855,0
1738246984.2007926,0
1738246984.219241,0
1738246984.236143,0
1738246984.251168,0
1738246984.268567,0
1738246984.2856662,0
1738246984.301217,0
1738246984.318717,0
1738246984.336207,0
1738246984.3510325,0
1738246984.36896,0
1738246984.3854165,0
1738246984.401199,0
1738246984.419804,0
1738246984.4346976,0
1738246984.4515564,0
1738246984.4694862,0
1738246984.4861865,0
1738246984.5012493,0
1738246984.5190156,0
1738246984.5340967,0
1738246984.5506122,0
1738246984.5684814,0
1738246984.5844908,0
1738246984.6012225,0
1738246984.619193,0
1738246984.6353874,0
1738246984.6513658,0
1738246984.669177,0
1738246984.6849084,0
1738246984.7018654,0
1738246984.7188337,0
1738246984.7353818,0
1738246984.7518797,0
1738246984.768741,0
1738246984.7865667,0
1738246984.8015935,0
1738246984.8191352,0
1738246984.8369324,0
1738246984.8521874,1
1738246984.8705993,1
1738246984.8876753,1
1738246984.9043696,1
1738246984.9210896,1
1738246984.9387815,1
1738246984.95572,1
1738246984.971712,1
1738246984.989705,1
1738246985.0085812,1
1738246985.0236845,1
1738246985.0402272,1
1738246985.0587206,1
1738246985.073875,1
1738246985.0901532,1
1738246985.1102705,1
1738246985.1246347,1
1738246985.1406035,1
1738246985.1600442,1
1738246985.1746693,1
1738246985.1907084,1
1738246985.2105596,1
1738246985.2253072,1
1738246985.240975,1
1738246985.2601955,1
1738246985.274958,1
1738246985.2905667,1
1738246985.3103778,1
1738246985.325106,1
1738246985.3407776,1
1738246985.3604186,1
1738246985.375246,1
1738246985.390539,1
1738246985.4101944,1
1738246985.4248905,1
1738246985.4411469,1
1738246985.460527,0
1738246985.4748285,0
1738246985.4911065,0
1738246985.510234,0
1738246985.524747,0
1738246985.5405214,0
1738246985.558699,0
1738246985.5746875,0
1738246985.5902798,0
1738246985.6098287,0
1738246985.624762,0
1738246985.6412432,0
1738246985.659355,0
1738246985.6742277,0
1738246985.6910765,0
1738246985.7095225,0
1738246985.7249236,0
1738246985.7411754,0
1738246985.7591748,0
1738246985.77464,0
1738246985.7907772,0
1738246985.8095686,0
1738246985.824631,0
1738246985.8409724,0
1738246985.8584127,0
1738246985.8741288,0
1738246985.8906193,0
1738246985.9098191,0
1738246985.9245813,0
1738246985.94062,0
1738246985.9580858,0
1738246985.9746654,0
1738246985.990633,0
1738246986.0091228,0
1738246986.0245929,0
1738246986.0410576,0
1738246986.0583043,0
1738246986.0745156,0
1738246986.090832,0
1738246986.1095254,0
1738246986.1255493,0
1738246986.141181,0
1738246986.159106,0
1738246986.1746483,0
1738246986.1911025,0
1738246986.2085912,0
1738246986.2251215,0
1738246986.2411554,0
1738246986.2589014,0
1738246986.275352,0
1738246986.2911909,0
1738246986.308756,0
1738246986.325209,0
1738246986.3416204,0
1738246986.3595264,0
1738246986.375064,0
1738246986.3915882,0
1738246986.409441,1
1738246986.4252858,1
1738246986.442076,1
1738246986.459726,1
1738246986.475911,1
1738246986.492175,1
1738246986.5101635,1
1738246986.5258043,1
1738246986.5419211,1
1738246986.5602138,1
1738246986.5760443,1
1738246986.591938,1
1738246986.6099434,1
1738246986.6261573,1
1738246986.6417837,1
1738246986.6596863,1
1738246986.6766114,1
1738246986.692415,1
1738246986.7106335,1
1738246986.7268014,1
1738246986.742649,1
1738246986.7602203,1
1738246986.7765024,1
1738246986.7921755,1
1738246986.8109422,1
1738246986.8268027,1
1738246986.8427827,1
1738246986.860699,1
1738246986.8770666,1
1738246986.8930812,1
1738246986.9108615,1
1738246986.9267952,1
1738246986.9421694,0
1738246986.9610305,0
1738246986.9770334,0
1738246986.992933,0
1738246987.0108094,0
1738246987.027057,0
1738246987.0430665,0
1738246987.0610666,0
1738246987.077558,0
1738246987.0926666,0
1738246987.1111395,1
1738246987.1274664,1
1738246987.1430285,1
1738246987.1618423,1
1738246987.1774676,1
1738246987.193045,0
1738246987.2106369,0
1738246987.2279685,0
1738246987.242961,0
1738246987.2608852,0
1738246987.2778475,0
1738246987.2928348,0
1738246987.3112,0
1738246987.3273232,0
1738246987.3428133,0
1738246987.361007,0
1738246987.3780189,0
1738246987.39255,0
1738246987.4115748,0
1738246987.4277728,0
1738246987.4431574,0
1738246987.4611394,0
1738246987.4775462,0
1738246987.49306,0
1738246987.5112326,0
1738246987.527864,0
1738246987.5432975,0
1738246987.561159,0
1738246987.578138,0
1738246987.5931406,0
1738246987.6115413,0
1738246987.6278677,0
1738246987.6426926,0
1738246987.661078,0
1738246987.6781034,0
1738246987.6961706,0
1738246987.712834,0
1738246987.729036,0
1738246987.7438896,0
1738246987.76203,0
1738246987.7779844,0
1738246987.793602,0
1738246987.8120282,0
1738246987.8286555,0
1738246987.8432326,0
1738246987.8618402,0
1738246987.8781,0
1738246987.893319,0
1738246987.911893,0
1738246987.9286156,0
1738246987.943715,0
1738246987.9615808,0
1738246987.9788165,0
1738246987.9938614,0
1738246988.01166,0
1738246988.0288427,0
1738246988.0435493,0
1738246988.0620377,0
1738246988.0784223,0
1738246988.0936286,0
1738246988.1117578,0
1738246988.12873,0
1738246988.1439528,0
1738246988.161906,0
1738246988.179182,0
1738246988.1939647,0
1738246988.2127273,0
1738246988.229775,1
1738246988.244573,1
1738246988.2628226,1
1738246988.2796936,1
1738246988.2955918,1
1738246988.31307,1
1738246988.3298342,1
1738246988.345939,1
1738246988.3626485,1
1738246988.3801064,1
1738246988.3965688,1
1738246988.4130106,1
1738246988.4302604,1
1738246988.4461656,1
1738246988.4631257,1
1738246988.4803605,1
1738246988.4972408,1
1738246988.5132651,1
1738246988.5307686,1
1738246988.5466185,1
1738246988.56366,1
1738246988.5810091,1
1738246988.5965247,1
1738246988.6136343,1
1738246988.6306882,1
1738246988.6467564,1
1738246988.6634245,1
1738246988.6817582,1
1738246988.6967366,1
1738246988.7138093,1
1738246988.7306504,1
1738246988.7472172,1
1738246988.7636106,1
1738246988.7807028,1
1738246988.7967658,1
1738246988.8135464,1
1738246988.8308618,1
1738246988.8476012,1
1738246988.8641737,0
1738246988.881112,0
1738246988.8968632,0
1738246988.9139822,0
1738246988.93116,0
1738246988.9477754,0
1738246988.9641604,0
1738246988.981503,0
1738246988.997492,0
1738246989.014449,0
1738246989.0315218,0
1738246989.0485475,0
1738246989.064221,0
1738246989.082221,0
1738246989.0981927,0
1738246989.1141024,0
1738246989.1323862,0
1738246989.1487136,0
1738246989.1644228,0
1738246989.1821277,0
1738246989.19891,0
1738246989.2147453,0
1738246989.232045,0
1738246989.2492025,0
1738246989.2642012,0
1738246989.2819412,0
1738246989.2993686,0
1738246989.31488,0
1738246989.332152,0
1738246989.3487122,0
1738246989.3645844,0
1738246989.3820314,0
1738246989.402013,0
1738246989.420616,0
1738246989.4347725,0
1738246989.4524162,0
1738246989.4675996,0
1738246989.4844904,0
1738246989.501383,0
1738246989.518994,0
1738246989.534435,0
1738246989.5525568,0
1738246989.5672486,0
1738246989.5837858,0
1738246989.60108,0
1738246989.6172063,0
1738246989.6337397,0
1738246989.6510754,0
1738246989.6666038,0
1738246989.6841292,0
1738246989.701015,0
1738246989.7166903,0
1738246989.7338505,0
1738246989.7509818,0
1738246989.7665834,0
1738246989.7831006,0
1738246989.8008492,0
1738246989.8160765,0
1738246989.8336742,0
1738246989.8512566,0
1738246989.8661284,0
1738246989.8832848,0
1738246989.9009469,0
1738246989.916753,0
1738246989.9339187,0
1738246989.9512534,0
1738246989.965906,0
1738246989.9840286,0
1738246990.0013356,0
1738246990.0163567,0
1738246990.0343895,0
1738246990.0515628,0
1738246990.066208,0
1738246990.084187,0
1738246990.102054,0
1738246990.1178658,0
1738246990.1350117,0
1738246990.1521428,0
1738246990.167617,0
1738246990.185202,0
1738246990.2031002,0
1738246990.218585,0
1738246990.2351887,0
1738246990.2532096,0
1738246990.2682316,0
1738246990.2854517,0
1738246990.3033955,0
1738246990.3190482,0
1738246990.3358047,0
1738246990.3532023,0
1738246990.3689132,0
1738246990.3856452,0
1738246990.4033463,0
1738246990.4194078,0
1738246990.4357808,0
1738246990.4534562,0
1738246990.468836,0
1738246990.4858642,0
1738246990.5036993,0
1738246990.5191405,0
1738246990.536457,0
1738246990.5531502,0
1738246990.56867,0
1738246990.5858834,0
1738246990.6033,0
1738246990.6185024,0
1738246990.6361935,0
1738246990.6537998,0
1738246990.668226,0
1738246990.6855996,0
1738246990.7036345,0
1738246990.718048,0
1738246990.735903,0
1738246990.7532024,0
1738246990.767794,0
1738246990.7856534,1
1738246990.8034048,1
1738246990.8181448,1
1738246990.835872,1
1738246990.8535762,1
1738246990.8685374,1
1738246990.886154,1
1738246990.9038522,1
1738246990.9181638,1
1738246990.9365497,1
1738246990.953199,1
1738246990.9681273,1
1738246990.9861217,1
1738246991.00299,1
1738246991.0180218,1
1738246991.035455,1
1738246991.0537102,1
1738246991.0683973,1
1738246991.086307,1
1738246991.1033323,1
1738246991.1183884,1
1738246991.1364806,1
1738246991.1534724,1
1738246991.1685417,1
1738246991.1863544,1
1738246991.2032614,1
1738246991.218825,1
1738246991.2368517,1
1738246991.254005,1
1738246991.268823,1
1738246991.2861843,1
1738246991.303609,1
1738246991.3183465,1
1738246991.3368254,1
1738246991.3536754,1
1738246991.3688502,1
1738246991.3868349,1
1738246991.4036834,1
1738246991.4193523,1
1738246991.4368262,1
1738246991.453578,1
1738246991.4690442,1
1738246991.4876404,1
1738246991.5042765,1
1738246991.520003,1
1738246991.538063,1
1738246991.5545866,1
1738246991.5694406,1
1738246991.5887928,1
1738246991.6049984,1
1738246991.6196065,1
1738246991.639464,1
1738246991.6551125,1
1738246991.670128,1
1738246991.6894574,1
1738246991.7052162,1
1738246991.7203312,1
1738246991.7394648,1
1738246991.7558384,1
1738246991.770009,1
1738246991.7896593,1
1738246991.8053808,1
1738246991.8208551,1
1738246991.840342,1
1738246991.8561523,1
1738246991.8702238,1
1738246991.889872,1
1738246991.9055223,1
1738246991.9207394,1
1738246991.9408357,1
1738246991.9563704,1
1738246991.971146,1
1738246991.9906108,0
1738246992.00594,0
1738246992.0218258,0
1738246992.0412695,0
1738246992.0570045,0
1738246992.0709329,0
1738246992.0914626,0
1738246992.1060083,0
1738246992.1217797,0
1738246992.141666,0
1738246992.156885,0
1738246992.1711211,0
1738246992.191597,0
1738246992.2069745,0
1738246992.2232058,0
1738246992.24284,0
1738246992.2591448,0
1738246992.2756293,0
1738246992.2939754,0
1738246992.3115878,0
1738246992.329624,0
1738246992.3454294,0
1738246992.3630917,0
1738246992.3805685,0
1738246992.395933,0
1738246992.4145148,0
1738246992.430762,0
1738246992.4466562,0
1738246992.4641278,0
1738246992.481125,0
1738246992.4959264,0
1738246992.5148053,0
1738246992.530864,0
1738246992.545962,0
1738246992.5643995,0
1738246992.5806568,0
1738246992.5965824,0
1738246992.6144884,0
1738246992.6307037,0
1738246992.6463995,0
1738246992.6644263,0
1738246992.681147,0
1738246992.69635,0
1738246992.714742,0
1738246992.7313125,0
1738246992.746461,0
1738246992.764289,0
1738246992.7809522,0
1738246992.7965791,0
1738246992.8145754,0
1738246992.8310933,0
1738246992.8465283,0
1738246992.8647337,0
1738246992.881304,0
1738246992.8966453,0
1738246992.914558,0
1738246992.9313805,0
1738246992.9466758,0
1738246992.9641626,0
1738246992.980834,0
1738246992.997011,0
1738246993.014596,0
1738246993.0310252,0
1738246993.0464225,0
1738246993.064174,0
1738246993.0819943,0
1738246993.0966668,0
1738246993.1144378,0
1738246993.131347,0
1738246993.1469338,0
1738246993.1644802,1
1738246993.1819904,1
1738246993.196975,1
1738246993.2146485,1
1738246993.2321231,1
1738246993.2469752,1
1738246993.2651553,1
1738246993.2815986,1
1738246993.2975848,1
1738246993.314773,1
1738246993.3320858,1
1738246993.346979,1
1738246993.3651462,1
1738246993.3822737,1
1738246993.3968687,1
1738246993.415363,1
1738246993.4321988,1
1738246993.4470816,1
1738246993.465397,1
1738246993.4822202,1
1738246993.4973736,1
1738246993.515506,1
1738246993.532513,1
1738246993.5472286,1
1738246993.565662,1
1738246993.582131,1
1738246993.5980449,1
1738246993.6154206,1
1738246993.6329873,0
1738246993.647365,0
1738246993.6660302,0
1738246993.682829,0
1738246993.6973112,0
1738246993.716024,0
1738246993.7328684,0
1738246993.748041,0
1738246993.7662628,0
1738246993.7829974,0
1738246993.798256,0
1738246993.8159933,0
1738246993.8333895,0
1738246993.848524,0
1738246993.8662517,0
1738246993.8837843,0
1738246993.8990197,0
1738246993.9164257,0
1738246993.9347088,0
1738246993.9494908,0
1738246993.9666803,0
1738246993.9842317,0
1738246993.9998643,0
1738246994.017322,0
1738246994.0340104,0
1738246994.049447,0
1738246994.0664086,0
1738246994.0844302,0
1738246994.099983,0
1738246994.11753,0
1738246994.134443,0
1738246994.150237,0
1738246994.1666558,0
1738246994.1839404,0
1738246994.200437,0
1738246994.2168329,0
1738246994.23446,0
1738246994.249996,0
1738246994.2668796,0
1738246994.2843025,0
1738246994.299883,0
1738246994.3176117,0
1738246994.3346004,0
1738246994.351132,0
1738246994.3668067,0
1738246994.3845189,0
1738246994.4006453,0
1738246994.4171517,0
1738246994.4347272,0
1738246994.449588,0
1738246994.466668,0
1738246994.4843338,0
1738246994.499789,0
1738246994.5173557,0
1738246994.5346766,0
1738246994.5509157,0
1738246994.567341,0
1738246994.5843706,0
1738246994.6008708,0
1738246994.6168685,0
1738246994.6348004,0
1738246994.64982,0
1738246994.6667354,0
1738246994.6838284,0
1738246994.698059,0
1738246994.7158778,0
1738246994.734192,0
1738246994.7484932,0
1738246994.7662992,0
1738246994.7838326,0
1738246994.7982674,0
1738246994.815791,0
1738246994.833811,0
1738246994.848853,0
1738246994.8663845,0
1738246994.8825047,0
1738246994.8983908,0
1738246994.9161334,0
1738246994.9336612,0
1738246994.948479,0
1738246994.9662414,0
1738246994.9829175,0
1738246994.9986749,0
1738246995.0164683,0
1738246995.0333772,0
1738246995.0489948,0
1738246995.0661988,1
1738246995.0834386,1
1738246995.0986156,1
1738246995.1162636,1
1738246995.1335115,1
1738246995.1491024,1
1738246995.166472,1
1738246995.1832316,1
1738246995.198992,1
1738246995.2163904,1
1738246995.2331948,1
1738246995.249226,1
1738246995.2667382,1
1738246995.2834666,1
1738246995.2993112,1
1738246995.3164668,1
1738246995.3339813,1
1738246995.3496983,1
1738246995.3669398,1
1738246995.383109,1
1738246995.400037,1
1738246995.4167194,1
1738246995.4339085,1
1738246995.4499946,1
1738246995.4669569,1
1738246995.483507,1
1738246995.499583,1
1738246995.5167053,1
1738246995.5339975,1
1738246995.5504608,1
1738246995.5682983,1
1738246995.584985,1
1738246995.6014848,1
1738246995.6181972,1
1738246995.6364944,1
1738246995.6531775,1
1738246995.6693957,1
1738246995.6867232,1
1738246995.7036278,0
1738246995.719455,0
1738246995.7369962,0
1738246995.7552316,0
1738246995.7704473,0
1738246995.787903,0
1738246995.8058696,0
1738246995.820664,0
1738246995.8387744,0
1738246995.8566597,0
1738246995.8715458,0
1738246995.889073,0
1738246995.9064162,0
1738246995.9214635,0
1738246995.9389355,0
1738246995.956556,0
1738246995.9716594,0
1738246995.989662,0
1738246996.006498,0
1738246996.0214868,0
1738246996.0396185,0
1738246996.056255,0
1738246996.0719385,0
1738246996.0891218,0
1738246996.1070094,0
1738246996.122027,0
1738246996.1391444,0
1738246996.1568587,0
1738246996.1711318,0
1738246996.1885407,0
1738246996.2063854,0
1738246996.2210803,0
1738246996.239297,0
1738246996.2570128,0
1738246996.271376,0
1738246996.289077,0
1738246996.306225,0
1738246996.3208911,0
1738246996.3384645,0
1738246996.355651,0
1738246996.370543,0
1738246996.388365,0
1738246996.4057744,0
1738246996.4203312,0
1738246996.4383118,0
1738246996.4553776,0
1738246996.4697468,0
1738246996.4869652,0
1738246996.5045023,1
1738246996.5195298,1
1738246996.5368702,1
1738246996.5553992,1
1738246996.5700777,1
1738246996.5867667,1
1738246996.6048908,1
1738246996.620507,1
1738246996.637991,1
1738246996.656148,1
1738246996.6710863,1
1738246996.6883552,1
1738246996.7063236,1
1738246996.7212894,1
1738246996.7388046,1
1738246996.7573075,1
1738246996.7719464,1
1738246996.789414,1
1738246996.8076246,1
1738246996.8225467,1
1738246996.841055,1
1738246996.8584633,1
1738246996.873622,1
1738246996.890546,1
1738246996.907361,1
1738246996.922826,1
1738246996.940384,1
1738246996.958112,1
1738246996.9733324,1
1738246996.9907298,1
1738246997.007964,1
1738246997.023108,0
1738246997.04221,0
1738246997.0586414,0
1738246997.073807,0
1738246997.0929625,0
1738246997.1092553,0
1738246997.1239684,0
1738246997.142953,0
1738246997.1591048,0
1738246997.1735976,0
1738246997.193733,0
1738246997.2091832,0
1738246997.2247138,0
1738246997.2437706,1
1738246997.259388,1
1738246997.274274,1
1738246997.2943935,1
1738246997.309437,0
1738246997.324926,0
1738246997.3440604,0
1738246997.3600388,0
1738246997.3749473,0
1738246997.3942044,0
1738246997.410016,0
1738246997.424941,0
1738246997.4443452,0
1738246997.46023,0
1738246997.4751143,0
1738246997.4949744,0
1738246997.510015,0
1738246997.52485,0
1738246997.544724,0
1738246997.559741,0
1738246997.5744102,0
1738246997.5945494,0
1738246997.6097538,0
1738246997.625169,0
1738246997.6454227,0
1738246997.6602485,0
1738246997.6753953,0
1738246997.6956458,0
1738246997.7102482,0
1738246997.7251322,0
1738246997.745376,0
1738246997.7602415,0
1738246997.775417,0
1738246997.7941473,0
1738246997.8100295,0
1738246997.825364,0
1738246997.8454497,0
1738246997.860273,0
1738246997.8758097,0
1738246997.895932,0
1738246997.9102156,0
1738246997.9255824,0
1738246997.9438467,0
1738246997.9593594,0
1738246997.9744165,0
1738246997.9939215,0
1738246998.0093336,0
1738246998.0250926,0
1738246998.045399,0
1738246998.0599506,0
1738246998.075777,0
1738246998.0948598,0
1738246998.1099014,0
1738246998.1245203,0
1738246998.1440084,0
1738246998.159197,0
1738246998.1741588,0
1738246998.191376,0
1738246998.209272,0
1738246998.2232063,0
1738246998.2383204,0
1738246998.257927,1
1738246998.273105,1
1738246998.2881649,1
1738246998.3080156,1
1738246998.3232107,1
1738246998.338553,1
1738246998.358484,1
1738246998.3733723,1
1738246998.3884616,1
1738246998.40773,1
1738246998.4235218,1
1738246998.4395585,1
1738246998.4585123,1
1738246998.4738116,1
1738246998.4893773,1
1738246998.5090518,1
1738246998.5240588,1
1738246998.5399885,1
1738246998.5591755,1
1738246998.5738797,1
1738246998.5899267,1
1738246998.60921,1
1738246998.6238554,1
1738246998.6396816,1
1738246998.6600509,1
1738246998.674138,1
1738246998.6897936,1
1738246998.7092617,1
1738246998.7241232,1
1738246998.740173,1
1738246998.759275,1
1738246998.7741816,0
1738246998.7897754,0
1738246998.8086483,0
1738246998.8238354,0
1738246998.8399749,0
1738246998.8586764,0
1738246998.8738966,0
1738246998.8886893,0
1738246998.9092436,0
1738246998.9234354,0
1738246998.9392986,0
1738246998.9588418,1
1738246998.973808,1
1738246998.9889195,1
1738246999.0086012,1
1738246999.0241373,1
1738246999.0386074,1
1738246999.0587692,0
1738246999.0738072,0
1738246999.0888596,0
1738246999.1084216,0
1738246999.1237004,0
1738246999.1388292,0
1738246999.1588943,0
1738246999.173772,0
1738246999.1890185,0
1738246999.2089934,0
1738246999.2233417,0
1738246999.2393692,0
1738246999.2592134,0
1738246999.273737,0
1738246999.289609,0
1738246999.3092475,0
1738246999.3236232,0
1738246999.3396175,0
1738246999.3595102,0
1738246999.3733416,0
1738246999.389318,0
1738246999.4093304,0
1738246999.4239993,0
1738246999.43953,0
1738246999.4595675,0
1738246999.4739966,0
1738246999.4896555,0
1738246999.5099263,0
1738246999.5277052,0
1738246999.5455756,0
1738246999.5614443,0
1738246999.5760643,0
1738246999.590536,0
1738246999.6100905,0
1738246999.6248534,0
1738246999.6401088,0
1738246999.659721,0
1738246999.6741784,0
1738246999.6900022,0
1738246999.709848,0
1738246999.7249966,0
1738246999.7399004,0
1738246999.760258,0
1738246999.7745054,0
1738246999.7901604,0
1738246999.8099444,0
1738246999.8246412,0
1738246999.840669,0
1738246999.8603504,0
1738246999.8744748,0
1738246999.8909645,0
1738246999.9105322,1
1738246999.9246595,1
1738246999.9406295,1
1738246999.960013,1
1738246999.9746208,1
1738246999.9917278,1
1738247000.010305,1
1738247000.0251925,1
1738247000.0411842,1
1738247000.0606863,1
1738247000.0748937,1
1738247000.0910206,1
1738247000.1106982,1
1738247000.1252882,1
1738247000.1412437,1
1738247000.1610737,1
1738247000.175135,1
1738247000.191882,1
1738247000.2108114,1
1738247000.2256572,1
1738247000.242344,1
1738247000.2609148,1
1738247000.275861,1
1738247000.2917905,1
1738247000.3116586,1
1738247000.3250835,1
1738247000.3420804,1
1738247000.3612924,1
1738247000.375738,1
1738247000.3919177,1
1738247000.4112844,0
1738247000.4260714,0
1738247000.4422188,0
1738247000.461358,0
1738247000.47567,0
1738247000.4926014,0
1738247000.5115352,0
1738247000.52575,0
1738247000.5423028,0
1738247000.5609698,0
1738247000.575528,0
1738247000.5928438,0
1738247000.6114082,0
1738247000.6265466,0
1738247000.642421,0
1738247000.661498,0
1738247000.675569,0
1738247000.692489,0
1738247000.711269,0
1738247000.7260628,0
1738247000.7423878,0
1738247000.7610788,0
1738247000.7755318,0
1738247000.7922385,0
1738247000.8115315,0
1738247000.825911,0
1738247000.842417,0
1738247000.8616948,0
1738247000.8763063,0
1738247000.892721,0
1738247000.911269,0
1738247000.9261065,0
1738247000.942766,0
1738247000.9615483,0
1738247000.9760268,0
1738247000.992088,0
1738247001.0118892,0
1738247001.026155,0
1738247001.0434828,0
1738247001.062476,0
1738247001.076369,0
1738247001.0933633,0
1738247001.1116958,0
1738247001.1263964,0
1738247001.1427245,0
1738247001.161928,0
1738247001.176898,0
1738247001.193137,0
1738247001.211408,0
1738247001.2264051,0
1738247001.24291,0
1738247001.261894,0
1738247001.2765462,0
1738247001.2929592,0
1738247001.3118029,0
1738247001.3258948,0
1738247001.343248,0
1738247001.362254,0
1738247001.3762083,0
1738247001.3927696,0
1738247001.4116278,0
1738247001.426458,0
1738247001.443096,0
1738247001.461222,0
1738247001.476115,0
1738247001.4930058,0
1738247001.512592,0
1738247001.5263846,0
1738247001.5429564,0
1738247001.5620463,0
1738247001.5767496,0
1738247001.5926664,1
1738247001.612352,1
1738247001.6266713,1
1738247001.6444583,1
1738247001.662498,1
1738247001.6773365,1
1738247001.694599,1
1738247001.7129183,1
1738247001.7275355,1
1738247001.7450883,1
1738247001.7637734,1
1738247001.777744,1
1738247001.7955525,1
1738247001.8133786,1
1738247001.8283186,1
1738247001.8463511,1
1738247001.8635824,1
1738247001.8784232,1
1738247001.896075,1
1738247001.9140816,1
1738247001.928385,1
1738247001.9471674,1
1738247001.9640288,1
1738247001.9795709,1
1738247001.996163,1
1738247002.0148134,1
1738247002.029222,1
1738247002.04787,1
1738247002.0658617,1
1738247002.0809352,1
1738247002.0985174,1
1738247002.1176388,1
1738247002.1330907,0
1738247002.151227,0
1738247002.1701825,0
1738247002.1844194,0
1738247002.202327,0
1738247002.2206888,0
1738247002.2359807,0
1738247002.2540474,0
1738247002.2711666,0
1738247002.2868557,0
1738247002.3048942,0
1738247002.322106,0
1738247002.3373342,0
1738247002.3555732,0
1738247002.372263,0
1738247002.3875966,0
1738247002.4056056,0
1738247002.4221504,0
1738247002.4375167,0
1738247002.4562712,0
1738247002.4728396,0
1738247002.4871173,0
1738247002.5061128,0
1738247002.522817,0
1738247002.5375056,0
1738247002.5567293,0
1738247002.572993,0
1738247002.58841,0
1738247002.606927,0
1738247002.6226506,0
1738247002.6381688,0
1738247002.6575742,0
1738247002.6728058,0
1738247002.6878436,0
1738247002.705704,0
1738247002.7225645,0
1738247002.738092,0
1738247002.756578,0
1738247002.772968,0
1738247002.7875874,0
1738247002.8069208,0
1738247002.8235395,0
1738247002.8378425,0
1738247002.8576066,0
1738247002.872883,0
1738247002.8883665,0
1738247002.907947,0
1738247002.9235668,0
1738247002.9378805,0
1738247002.9583309,0
1738247002.9740696,0
1738247002.9886932,0
1738247003.0083957,0
1738247003.0240002,0
1738247003.0384483,0
1738247003.057629,0
1738247003.0730174,0
1738247003.0872552,0
1738247003.1049762,0
1738247003.12207,0
1738247003.1365747,0
1738247003.1547277,0
1738247003.1725016,0
1738247003.1865776,0
1738247003.2040915,0
1738247003.2220998,0
1738247003.2364511,0
1738247003.2537627,0
1738247003.272405,0
1738247003.286963,0
1738247003.3042405,1
1738247003.3219745,1
1738247003.337432,1
1738247003.3544652,1
1738247003.372749,1
1738247003.3868167,1
1738247003.4047997,1
1738247003.4221344,1
1738247003.437202,1
1738247003.4546058,1
1738247003.4727728,1
1738247003.4877858,1
1738247003.5039506,1
1738247003.5232124,1
1738247003.537285,1
